domain,embedding_model,model_name,audio_id,consistency
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_Cephalgie,0.9402141493475648
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_Cholezystitis,0.942273906700834
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_Covid-19_01,0.9697591673890166
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_Covid-19_02,0.8411228901741472
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_Fahrradunfall_01,0.9385906290401458
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_Fahrradunfall_02,0.8821701827195806
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_Fremdanamnese,0.938255652551911
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_Fremdanamnese_Saeugling,0.9553897508253958
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_Gastroenteritis,0.8930655922039333
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_Hyperthyreose,0.9731406458558248
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_Koronarsyndrom,0.9617172323657174
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_Lymphom,0.9707905604112808
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_Oesophaguskarzinom,0.9493424799605306
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_Pankreatitis,0.8985749991627398
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_Pneumonie_01,0.8498550154812482
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_Pneumonie_02,0.9447860222244284
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_Pyelonephritis,0.9586633940497984
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_Rueckenschmerzen,0.9424841169138728
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_Thorakale Schmerzen,0.9671357988701702
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_Traumaanamnese,0.9480238264273854
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_Venenthrombose_TVT,0.9210347399603052
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_sexueller_Missbrauch,0.9642688718795788
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_Aengstliche-Patientin,0.8640894021403255
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_Appendizitis,0.8385399722252487
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_Bauchschmerzen,0.9061529246231448
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_Beinschmerzen,0.90864660597755
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_Cephalgie,0.9143630011930174
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_Cholezystitis,0.8912585535433766
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_Covid-19_01,0.9013987801966707
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_Covid-19_02,0.8485694160258119
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_Fahrradunfall_01,0.9262061775044352
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_Fahrradunfall_02,0.8706930268032079
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_Fremdanamnese,0.8524550025493078
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_Fremdanamnese_Saeugling,0.8865725875976151
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_Gastroenteritis,0.8928864947247565
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_Hyperthyreose,0.8810582748216914
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_Koronarsyndrom,0.9024601440489796
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_Lymphom,0.9321525092631946
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_Oesophaguskarzinom,0.9290400769651134
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_Pankreatitis,0.8502927277965048
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_Pneumonie_01,0.8896853665067098
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_Pneumonie_02,0.9240206045148917
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_Pyelonephritis,0.908149043905106
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_Rueckenschmerzen,0.8167648617723816
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_Thorakale Schmerzen,0.9671383192515164
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_Traumaanamnese,0.8934442008057092
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_Venenthrombose_TVT,0.8886096036486487
medical,BAAI/bge-m3,Meta Llama 3.1 8B Instruct,Anam_sexueller_Missbrauch,0.8859800736896578
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_Aengstliche-Patientin,0.914459473379036
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_Appendizitis,0.921119237238076
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_Bauchschmerzen,0.9389860961248998
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_Beinschmerzen,0.9523442014636024
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_Cephalgie,0.9066453012835648
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_Cholezystitis,0.929221516777059
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_Covid-19_01,0.9153818152591344
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_Covid-19_02,0.9544292470006804
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_Fahrradunfall_01,0.9069531156447876
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_Fahrradunfall_02,0.9396210637472828
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_Fremdanamnese,0.9249243208255268
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_Fremdanamnese_Saeugling,0.9265373345099478
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_Gastroenteritis,0.951617099626308
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_Hyperthyreose,0.9131159467788644
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_Koronarsyndrom,0.923412639925184
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_Lymphom,0.913410456298268
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_Oesophaguskarzinom,0.9126096585801284
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_Pankreatitis,0.9515270230606276
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_Pneumonie_01,0.943786446558458
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_Pneumonie_02,0.938512689125362
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_Pyelonephritis,0.9130236639407272
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_Rueckenschmerzen,0.9079276437312463
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_Thorakale Schmerzen,0.9355982768471368
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_Traumaanamnese,0.9391528102555694
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_Venenthrombose_TVT,0.9327211604695104
medical,BAAI/bge-m3,OpenAI GPT OSS 120B,Anam_sexueller_Missbrauch,0.935665423242424
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Aengstliche-Patientin,0.9655717243732648
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Appendizitis,0.9696353010224252
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Bauchschmerzen,0.9890751316031048
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Beinschmerzen,0.9687547803242494
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Cephalgie,0.9847484376656372
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Cholezystitis,0.987078261266427
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Covid-19_01,0.9776927321975614
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Covid-19_02,0.930262271914722
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Fahrradunfall_01,0.964329078686748
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Fahrradunfall_02,0.9721930573446326
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Fremdanamnese,0.9520137349113368
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Fremdanamnese_Saeugling,0.9442445473813782
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Gastroenteritis,0.9767742540136418
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Hyperthyreose,0.9759979071206256
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Koronarsyndrom,0.9209412661978884
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Lymphom,0.9878407741187086
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Oesophaguskarzinom,0.9629365953552071
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Pankreatitis,0.9862426098798968
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Pneumonie_01,0.9546946735878868
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Pneumonie_02,0.9616478032001212
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Pyelonephritis,0.9562450670106658
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Rueckenschmerzen,0.9813222633043552
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Thorakale Schmerzen,0.9815543733216852
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Traumaanamnese,0.9801243485232322
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Venenthrombose_TVT,0.9850431306942692
medical,Alibaba-NLP/gte-multilingual-base,Llama 3.1 SauerkrautLM 70B Instruct,Anam_sexueller_Missbrauch,0.9712973776063994
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_Aengstliche-Patientin,0.9218282581637486
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_Appendizitis,0.9887181033781576
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_Bauchschmerzen,0.9901777083057798
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_Beinschmerzen,0.970930551647394
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_Cephalgie,0.9899721499702376
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_Cholezystitis,0.9814297938895428
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_Covid-19_01,0.9904112998370757
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_Covid-19_02,0.9689399668913738
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_Fahrradunfall_01,0.986767751928002
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_Fahrradunfall_02,0.9706543626884274
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_Fremdanamnese,0.9733501516703053
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_Fremdanamnese_Saeugling,0.9796827991203244
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_Gastroenteritis,0.9633171227946324
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_Hyperthyreose,0.9787446235157408
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_Koronarsyndrom,0.9880810544172762
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_Lymphom,0.9746688328974424
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_Oesophaguskarzinom,0.980142913822272
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_Pankreatitis,0.9790047693902668
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_Pneumonie_01,0.9170871957360152
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_Pneumonie_02,0.979057397030462
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_Pyelonephritis,0.9855782359858872
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_Rueckenschmerzen,0.9729973582932396
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_Thorakale Schmerzen,0.9929739774028996
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_Traumaanamnese,0.9682260076037766
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_Venenthrombose_TVT,0.9825079735335512
medical,Alibaba-NLP/gte-multilingual-base,MedGemma 27B Instruct,Anam_sexueller_Missbrauch,0.983890560126131
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_Aengstliche-Patientin,0.9109357943310904
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_Appendizitis,0.9521789168887606
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_Bauchschmerzen,0.9322886149151498
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_Beinschmerzen,0.9659784698469656
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_Cephalgie,0.971853894338002
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_Cholezystitis,0.9070888644699688
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_Covid-19_01,0.9512353838072296
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_Covid-19_02,0.8699188301995052
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_Fahrradunfall_01,0.9579564285172824
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_Fahrradunfall_02,0.8919162540777372
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_Fremdanamnese,0.920762682226981
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_Fremdanamnese_Saeugling,0.9155053310955849
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_Gastroenteritis,0.9640560460533928
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_Hyperthyreose,0.9138545770957608
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_Koronarsyndrom,0.9542416883882434
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_Lymphom,0.9616316896153168
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_Oesophaguskarzinom,0.9708712594791776
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_Pankreatitis,0.9481265233636118
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_Pneumonie_01,0.9467746867977552
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_Pneumonie_02,0.9708638494640044
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_Pyelonephritis,0.969557009140968
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_Rueckenschmerzen,0.8761514990839698
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_Thorakale Schmerzen,0.9662577845702908
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_Traumaanamnese,0.952443452414855
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_Venenthrombose_TVT,0.964973095639183
medical,Alibaba-NLP/gte-multilingual-base,Meta Llama 3.1 8B Instruct,Anam_sexueller_Missbrauch,0.9476368808342276
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_Aengstliche-Patientin,0.9405611827382544
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_Appendizitis,0.9334608926385828
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_Bauchschmerzen,0.9705954211150684
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_Beinschmerzen,0.97707068524831
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_Cephalgie,0.9608241574971924
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_Cholezystitis,0.9643807855970398
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_Covid-19_01,0.9691252126150236
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_Covid-19_02,0.9652561328001912
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_Fahrradunfall_01,0.957313384067946
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_Fahrradunfall_02,0.9706532316943672
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_Fremdanamnese,0.9626388190423402
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_Fremdanamnese_Saeugling,0.9540779778106362
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_Gastroenteritis,0.9795126087017664
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_Hyperthyreose,0.9423090201513414
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_Koronarsyndrom,0.9461398920736988
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_Lymphom,0.933761244276768
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_Oesophaguskarzinom,0.944983005711153
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_Pankreatitis,0.967807334743608
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_Pneumonie_01,0.9672718149564165
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_Pneumonie_02,0.9646243052478262
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_Pyelonephritis,0.9565020185202754
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_Rueckenschmerzen,0.947478806568196
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_Thorakale Schmerzen,0.9702402657118032
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_Traumaanamnese,0.9461607914213588
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_Venenthrombose_TVT,0.970383605989026
medical,Alibaba-NLP/gte-multilingual-base,OpenAI GPT OSS 120B,Anam_sexueller_Missbrauch,0.9633093507408782
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Aengstliche-Patientin,0.9726592877696124
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Appendizitis,0.966213822921301
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Bauchschmerzen,0.9872157610391836
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Beinschmerzen,0.9634320674571971
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Cephalgie,0.9871969027828511
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Cholezystitis,0.9857902665660392
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Covid-19_01,0.967096527498328
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Covid-19_02,0.9534735182713661
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Fahrradunfall_01,0.959339390496095
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Fahrradunfall_02,0.9659121589927734
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Fremdanamnese,0.9768421359550468
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Fremdanamnese_Saeugling,0.9385507094167034
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Gastroenteritis,0.9697282644388826
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Hyperthyreose,0.9713182983180806
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Koronarsyndrom,0.9456012011176592
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Lymphom,0.9709395264748006
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Oesophaguskarzinom,0.9726919062879434
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Pankreatitis,0.9785813383690957
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Pneumonie_01,0.9556180111456829
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Pneumonie_02,0.967957088744993
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Pyelonephritis,0.972567254070989
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Rueckenschmerzen,0.9900597912575971
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Thorakale Schmerzen,0.981756860260185
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Traumaanamnese,0.962775542509926
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Venenthrombose_TVT,0.9861105792156825
medical,aari1995/German_Semantic_V3b,Llama 3.1 SauerkrautLM 70B Instruct,Anam_sexueller_Missbrauch,0.9801811927358292
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_Aengstliche-Patientin,0.9663631418424626
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_Appendizitis,0.9825650356982077
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_Bauchschmerzen,0.9909459864238587
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_Beinschmerzen,0.945123933647963
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_Cephalgie,0.9892596875906952
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_Cholezystitis,0.9909746356054701
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_Covid-19_01,0.9964486302517458
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_Covid-19_02,0.9652656588934114
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_Fahrradunfall_01,0.9889134722463805
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_Fahrradunfall_02,0.9431391538858254
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_Fremdanamnese,0.971938898391449
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_Fremdanamnese_Saeugling,0.9862378169210345
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_Gastroenteritis,0.9607314285970877
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_Hyperthyreose,0.9917515814332897
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_Koronarsyndrom,0.992770820546129
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_Lymphom,0.986429005935355
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_Oesophaguskarzinom,0.9842662740205143
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_Pankreatitis,0.9720495520243081
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_Pneumonie_01,0.9479487049369292
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_Pneumonie_02,0.9823287651478112
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_Pyelonephritis,0.9905195026673589
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_Rueckenschmerzen,0.9923655107008927
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_Thorakale Schmerzen,0.9858302789910024
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_Traumaanamnese,0.9774649120311493
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_Venenthrombose_TVT,0.9865219352449808
medical,aari1995/German_Semantic_V3b,MedGemma 27B Instruct,Anam_sexueller_Missbrauch,0.98694107588208
medical,aari1995/German_Semantic_V3b,Meta Llama 3.1 8B Instruct,Anam_Aengstliche-Patientin,0.953162397330846
medical,aari1995/German_Semantic_V3b,Meta Llama 3.1 8B Instruct,Anam_Appendizitis,0.9381345067269806
medical,aari1995/German_Semantic_V3b,Meta Llama 3.1 8B Instruct,Anam_Bauchschmerzen,0.9546592494202256
medical,aari1995/German_Semantic_V3b,Meta Llama 3.1 8B Instruct,Anam_Beinschmerzen,0.9582325694278332
medical,aari1995/German_Semantic_V3b,Meta Llama 3.1 8B Instruct,Anam_Cephalgie,0.9603827705668033
medical,aari1995/German_Semantic_V3b,Meta Llama 3.1 8B Instruct,Anam_Cholezystitis,0.9441954674157582
medical,aari1995/German_Semantic_V3b,Meta Llama 3.1 8B Instruct,Anam_Covid-19_01,0.9454427248745247
