experiment_id,audio_id,model_name,l2_Alibaba-NLP/gte-multilingual-base
1927,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.609578968029991
1926,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.6373385008890411
1925,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.5714371483719954
1924,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.583157245728378
1855,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.6329634331998454
1854,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.6727630556028602
1852,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.6893234544088037
1833,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.6848175373391092
1832,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.5964321766454768
1850,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.6628056900711102
1831,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.6585276041298032
1830,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.6407070135522056
1752,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.5281245877289422
1753,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.5836175604880073
1750,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.5555359242751399
1746,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.5486451311860198
1743,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.5261812388180357
1826,Anam_Hyperthyreose,MedGemma 27B Instruct,0.6959212262184347
2201,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.5259531183710797
2200,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.5469502358807623
2199,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.6178298845343612
2198,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.5927790949396097
2182,Anam_Traumaanamnese,MedGemma 27B Instruct,0.5231660926253807
2183,Anam_Traumaanamnese,MedGemma 27B Instruct,0.4965609311095462
2184,Anam_Traumaanamnese,MedGemma 27B Instruct,0.5877237279958893
2185,Anam_Traumaanamnese,MedGemma 27B Instruct,0.5657444355767864
2132,Anam_Lymphom,MedGemma 27B Instruct,0.6895861662264635
2133,Anam_Lymphom,MedGemma 27B Instruct,0.7192449667322038
2134,Anam_Lymphom,MedGemma 27B Instruct,0.6838798814160162
2135,Anam_Lymphom,MedGemma 27B Instruct,0.724590230669599
2158,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.7031149813018571
2157,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.7179111757268035
2156,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.7144415439097711
2154,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.7108976514681793
2046,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.6523077730055393
2045,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.6336289903296631
2044,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.6363382780366349
2042,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.5988965446343162
2025,Anam_Fremdanamnese,MedGemma 27B Instruct,0.5862958713330557
2024,Anam_Fremdanamnese,MedGemma 27B Instruct,0.5703068948011167
2022,Anam_Fremdanamnese,MedGemma 27B Instruct,0.5421934250317465
1998,Anam_Fremdanamnese,MedGemma 27B Instruct,0.565617839961539
1989,Anam_Appendizitis,MedGemma 27B Instruct,0.5009785869394839
1988,Anam_Appendizitis,MedGemma 27B Instruct,0.5488840841993864
1987,Anam_Appendizitis,MedGemma 27B Instruct,0.5528678478673852
1986,Anam_Appendizitis,MedGemma 27B Instruct,0.5546237337301152
1962,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.5396948808598904
1964,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.5474969332238245
1963,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.5618651805883146
1961,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.5371588216907667
1923,Anam_Pyelonephritis,MedGemma 27B Instruct,0.5855193334345828
1848,Anam_Pneumonie_01,MedGemma 27B Instruct,0.5623960952525079
1846,Anam_Pneumonie_01,MedGemma 27B Instruct,0.5494321272786878
1845,Anam_Pneumonie_01,MedGemma 27B Instruct,0.6628109078080838
1844,Anam_Pneumonie_01,MedGemma 27B Instruct,0.6294518779390518
1829,Anam_Hyperthyreose,MedGemma 27B Instruct,0.6745930865894116
1828,Anam_Hyperthyreose,MedGemma 27B Instruct,0.662842332835765
1827,Anam_Hyperthyreose,MedGemma 27B Instruct,0.6291081903350559
1745,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.5254066192511225
1742,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.5124007907679144
1740,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.5586115102822035
1921,Anam_Pyelonephritis,MedGemma 27B Instruct,0.5939015512896065
1944,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.5600770805569422
1940,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.5775139712391469
1943,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.570816610703541
1942,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.5646694445194316
1922,Anam_Pyelonephritis,MedGemma 27B Instruct,0.5894752580754203
1915,Anam_Pyelonephritis,MedGemma 27B Instruct,0.6396631175136774
2170,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.5828843068670454
1906,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.5617783713575714
1951,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.5995258728603952
1818,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.46175536738582873
1952,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.6313762096972436
1996,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.49168171505728775
2030,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.677684379308554
2207,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.6423334247873297
2193,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.6153720069769537
2192,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.5956628108184469
2191,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.5967971902982305
2173,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.5273743901490352
2172,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.5205628021305002
2171,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.48211820639730785
2146,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.6118847153546483
2128,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.6182572548823495
2129,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.620554070576075
2130,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.6274893303989205
2131,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.6444816686156128
2147,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.6201873187610945
2148,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.6564241485977861
2149,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.6580625412579391
2029,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.6871576990063908
2028,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.6502438119253764
2027,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.594081608234464
2004,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.582038741314377
2002,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.5188508160836955
2003,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.5762564746261284
1979,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.6100231683994575
1980,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.5961257323451173
1981,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.6487005741383526
1978,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.540544170118551
1954,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.6101433476887189
1953,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.5336076243480488
1933,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.674360887784586
1932,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.660823464702271
1931,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.6359312739761408
1930,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.6402744507100007
1908,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.5839965653505215
1907,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.5652043113466164
1905,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.5905593326971363
1838,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.6441993035505319
1837,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.7132992812307115
1836,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.6409931622329409
1821,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.6366071199185398
1820,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.6367380091250606
1819,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.7340432599118608
1734,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.5730499828163262
1731,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.5778667338289062
1733,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.5337573588194386
2120,Anam_Pneumonie_02,OpenAI GPT OSS 120B,0.5939324947233734
