experiment_id,audio_id,model_name,l2_BAAI/bge-m3
1927,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.5434306788776008
1926,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.5130715360722851
1925,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.5819253862007472
1924,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.5967749307256514
1855,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.591692222555715
1854,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.6292491893535372
1852,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.6064059749112163
1833,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.5353612142056964
1832,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.5505803631530124
1850,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.6006758905251522
1831,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.5797037004377824
1830,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.4804595364553737
1752,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.5332314927745962
1753,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.6036329552077884
1750,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.5115670032548845
1746,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.5241004710654436
1743,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.6222590781707218
1826,Anam_Hyperthyreose,MedGemma 27B Instruct,0.6678051572277092
2201,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.5577041798730611
2200,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.5014626009881821
2199,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.565732837219843
2198,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.6030549212581854
2182,Anam_Traumaanamnese,MedGemma 27B Instruct,0.4735848642985047
2183,Anam_Traumaanamnese,MedGemma 27B Instruct,0.5436526278896157
2184,Anam_Traumaanamnese,MedGemma 27B Instruct,0.5030364946293372
2185,Anam_Traumaanamnese,MedGemma 27B Instruct,0.4938777805947722
2132,Anam_Lymphom,MedGemma 27B Instruct,0.7124796572389677
2133,Anam_Lymphom,MedGemma 27B Instruct,0.6826492313517178
2134,Anam_Lymphom,MedGemma 27B Instruct,0.6730685008713746
2135,Anam_Lymphom,MedGemma 27B Instruct,0.6688276078593212
2158,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.6974226548231123
2157,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.7261425388008723
2156,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.7139848077112926
2154,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.6959365972862839
2046,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.49861385662089674
2045,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.501070380086105
2044,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.4944987824261904
2042,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.4561920080993326
2025,Anam_Fremdanamnese,MedGemma 27B Instruct,0.6563364654461141
2024,Anam_Fremdanamnese,MedGemma 27B Instruct,0.5663135682296075
2022,Anam_Fremdanamnese,MedGemma 27B Instruct,0.6028739899855874
1998,Anam_Fremdanamnese,MedGemma 27B Instruct,0.577943977765947
1989,Anam_Appendizitis,MedGemma 27B Instruct,0.5547830804766383
1988,Anam_Appendizitis,MedGemma 27B Instruct,0.6813945375580581
1987,Anam_Appendizitis,MedGemma 27B Instruct,0.5959831573860885
1986,Anam_Appendizitis,MedGemma 27B Instruct,0.5786516787156429
1962,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.6234326076061942
1964,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.6116824777147009
1963,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.6511717920084844
1961,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.6270752956259183
1923,Anam_Pyelonephritis,MedGemma 27B Instruct,0.5036415680736167
1848,Anam_Pneumonie_01,MedGemma 27B Instruct,0.6458894642741312
1846,Anam_Pneumonie_01,MedGemma 27B Instruct,0.5117462667652195
1845,Anam_Pneumonie_01,MedGemma 27B Instruct,0.6801505829045967
1844,Anam_Pneumonie_01,MedGemma 27B Instruct,0.5611346518936149
1829,Anam_Hyperthyreose,MedGemma 27B Instruct,0.647660624452552
1828,Anam_Hyperthyreose,MedGemma 27B Instruct,0.6375584449905838
1827,Anam_Hyperthyreose,MedGemma 27B Instruct,0.6450989530072189
1745,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.6184565518678848
1742,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.6175802402158499
1740,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.6352071117776648
1921,Anam_Pyelonephritis,MedGemma 27B Instruct,0.49209854289742727
1944,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.5539577070414207
1940,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.5767151740140549
1943,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.5869936830628298
1942,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.5413316661127033
1922,Anam_Pyelonephritis,MedGemma 27B Instruct,0.5089248878885597
1915,Anam_Pyelonephritis,MedGemma 27B Instruct,0.5988818507106702
2170,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.587093657026483
1906,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.6545524568325471
1951,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.6031248143034007
1818,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.35339770369791523
1952,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.6345422145882443
1996,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.40574896045531933
2030,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.6586881240791966
2207,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.6800462150795944
2193,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.6584616157400459
2192,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.6696876220772185
2191,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.5876274856429475
2173,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.5042191374583861
2172,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.5117487775472865
2171,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.5086843749076373
2146,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.6427506978895771
2128,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.6461510774752801
2129,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.6935071833333865
2130,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.6408960930116379
2131,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.7469013123549262
2147,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.6195074766351751
2148,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.7343678633049234
2149,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.6595123944612008
2029,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.7174308832734645
2028,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.6178172669790134
2027,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.5519768783624786
2004,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.6466564765700873
2002,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.637215031029479
2003,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.6211603533352268
1979,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.732790302460751
1980,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.6964421999155443
1981,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.7352487630520518
1978,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.6386842760821854
1954,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.6837853959975528
1953,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.5670849659460477
1933,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.6434465812979322
1932,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.6409967984997391
1931,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.6524246799504869
1930,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.6397661390209811
1908,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.6894780322579888
1907,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.6649861229633801
1905,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.6212948366940554
1838,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.7331160214635564
1837,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.7341208356123111
1836,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.7425697561080227
1821,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.6713387458146324
1820,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.6763034065576983
1819,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.6526522605764973
1734,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.6495675152124912
1731,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.6824943000519588
1733,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.6219713958410742
2120,Anam_Pneumonie_02,OpenAI GPT OSS 120B,0.5547953093246021
