experiment_id,audio_id,model_name,l2_embedding_Jina_v3
1927,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.5923059456656334
1926,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.6163662420480837
1925,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.5784070698653968
1924,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.5960288990021387
1855,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.5827853246411066
1854,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.5910981951195983
1852,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.6042112355879339
1833,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.7059136575980016
1832,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.6568313450437998
1850,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.5690344721783532
1831,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.7018693326159677
1830,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.6051042633238002
1752,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.537866117348981
1753,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.5899473350003078
1750,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.5255875485787558
1746,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.5213741247505311
1743,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.6347614280753737
1826,Anam_Hyperthyreose,MedGemma 27B Instruct,0.7133843931913456
2201,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.5428281000284545
2200,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.5352121320062443
2199,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.5967966590852806
2198,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.6144121283700618
2182,Anam_Traumaanamnese,MedGemma 27B Instruct,0.5520622973013366
2183,Anam_Traumaanamnese,MedGemma 27B Instruct,0.5954697811615627
2184,Anam_Traumaanamnese,MedGemma 27B Instruct,0.5729908598146246
2185,Anam_Traumaanamnese,MedGemma 27B Instruct,0.5559502229605728
2132,Anam_Lymphom,MedGemma 27B Instruct,0.7473352797984023
2133,Anam_Lymphom,MedGemma 27B Instruct,0.7526031320605415
2134,Anam_Lymphom,MedGemma 27B Instruct,0.7342332676049237
2135,Anam_Lymphom,MedGemma 27B Instruct,0.7496439666074148
2158,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.8199730875219812
2157,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.8099424746328003
2156,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.7989987573494592
2154,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.8002484823381781
2046,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.5480465678971563
2045,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.5505860131315976
2044,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.5780378972653952
2042,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.5226951087775216
2025,Anam_Fremdanamnese,MedGemma 27B Instruct,0.572396498615812
2024,Anam_Fremdanamnese,MedGemma 27B Instruct,0.5531459704015956
2022,Anam_Fremdanamnese,MedGemma 27B Instruct,0.5288985819174666
1998,Anam_Fremdanamnese,MedGemma 27B Instruct,0.5706410057078202
1989,Anam_Appendizitis,MedGemma 27B Instruct,0.54467262828833
1988,Anam_Appendizitis,MedGemma 27B Instruct,0.6276778422264311
1987,Anam_Appendizitis,MedGemma 27B Instruct,0.5556475328335458
1986,Anam_Appendizitis,MedGemma 27B Instruct,0.5412561098153843
1962,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.6833582052676515
1964,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.6645194704093365
1963,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.7520808245527936
1961,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.6830200252287115
1923,Anam_Pyelonephritis,MedGemma 27B Instruct,0.5734310951793046
1848,Anam_Pneumonie_01,MedGemma 27B Instruct,0.5370892665473618
1846,Anam_Pneumonie_01,MedGemma 27B Instruct,0.48092788337925885
1845,Anam_Pneumonie_01,MedGemma 27B Instruct,0.653643180494706
1844,Anam_Pneumonie_01,MedGemma 27B Instruct,0.5435409495258794
1829,Anam_Hyperthyreose,MedGemma 27B Instruct,0.7123305887085685
1828,Anam_Hyperthyreose,MedGemma 27B Instruct,0.723613499805537
1827,Anam_Hyperthyreose,MedGemma 27B Instruct,0.6812037108261982
1745,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.588022281326663
1742,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.5786332005838152
1740,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.6593427465788523
1921,Anam_Pyelonephritis,MedGemma 27B Instruct,0.5784294304828292
1944,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.5420470631185469
1940,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.5547105650605354
1943,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.5652674898485938
1942,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.541801611609518
1922,Anam_Pyelonephritis,MedGemma 27B Instruct,0.5813321039074149
1915,Anam_Pyelonephritis,MedGemma 27B Instruct,0.697682079935794
2170,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.5918384562402073
1906,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.5468084151480037
1951,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.6161130501331263
1818,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.5072336333198167
1952,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.6080431592795597
1996,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.42412748610111006
2030,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.623172081691456
2207,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.5760234198181212
2193,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.5994407461570072
2192,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.5597689240809977
2191,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.5569631360836289
2173,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.5278738443992325
2172,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.5721786158375075
2171,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.526864238898601
2146,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.5677167612846074
2128,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.688735830891859
2129,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.6906175165675642
2130,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.6746110858767238
2131,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.7208008453522086
2147,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.5564172134999478
2148,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.5931065733250537
2149,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.5539513223480946
2029,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.7030187210317269
2028,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.6549477537383763
2027,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.5760990265620448
2004,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.5438024491036477
2002,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.5271980276556099
2003,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.5495359151192736
1979,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.6732649482866312
1980,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.6850011990088086
1981,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.7061418818922608
1978,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.6461167531174752
1954,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.6193889845393498
1953,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.6103791082574567
1933,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.5294608006912342
1932,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.5401714290436468
1931,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.5565677178696139
1930,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.5428193869384869
1908,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.5550117606195317
1907,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.581309005290676
1905,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.4991030242144909
1838,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.6533653898823707
1837,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.6619995281109682
1836,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.6561031146003338
1821,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.6819170148001326
1820,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.6975785490815224
1819,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.7766242192254872
1734,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.5814019560805641
1731,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.6054884854459133
1733,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.5584974183363804
2120,Anam_Pneumonie_02,OpenAI GPT OSS 120B,0.559293369223179
