experiment_id,audio_id,model_name,l2_aari1995/German_Semantic_V3b
1945,Anam_Thorakale Schmerzen,OpenAI GPT OSS 120B,0.2953568791655119
1927,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.26434873871254383
1926,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.27476221662266254
1925,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.261537235783958
1924,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.3250556823835101
1855,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.2982745053541478
1854,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.3209794753681879
1852,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.3405356486716495
1833,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.29741327561269026
1832,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.28809237727731274
1850,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.29928673601481737
1831,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.2738791221024297
1830,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.26410179229700076
1752,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.22783062994670897
1753,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.2854561459106401
1750,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.21885969862002497
1746,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.2372482792476352
1743,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.28317309494883625
1826,Anam_Hyperthyreose,MedGemma 27B Instruct,0.2953735167702761
2201,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.2679026264883916
2200,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.24667498290454826
2199,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.3128715030258901
2198,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.3160880977203014
2182,Anam_Traumaanamnese,MedGemma 27B Instruct,0.2950990975968938
2183,Anam_Traumaanamnese,MedGemma 27B Instruct,0.26057012298748505
2184,Anam_Traumaanamnese,MedGemma 27B Instruct,0.33801390715108104
2185,Anam_Traumaanamnese,MedGemma 27B Instruct,0.3204259790647004
2132,Anam_Lymphom,MedGemma 27B Instruct,0.3309695335526422
2133,Anam_Lymphom,MedGemma 27B Instruct,0.3024440136331511
2134,Anam_Lymphom,MedGemma 27B Instruct,0.28334288678067826
2135,Anam_Lymphom,MedGemma 27B Instruct,0.28559396704353185
2158,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.2926930816559766
2157,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.32912503165046814
2156,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.3070659043472503
2154,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.32460174850736523
2046,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.2824214504364316
2045,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.25182042658425347
2044,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.26144082527868723
2042,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.2253511719051271
2025,Anam_Fremdanamnese,MedGemma 27B Instruct,0.3985129322034344
2024,Anam_Fremdanamnese,MedGemma 27B Instruct,0.2924708051424279
2022,Anam_Fremdanamnese,MedGemma 27B Instruct,0.3597666748742801
1998,Anam_Fremdanamnese,MedGemma 27B Instruct,0.35001807447482486
1989,Anam_Appendizitis,MedGemma 27B Instruct,0.24164156716716748
1988,Anam_Appendizitis,MedGemma 27B Instruct,0.2975990825488473
1987,Anam_Appendizitis,MedGemma 27B Instruct,0.2750055583172033
1986,Anam_Appendizitis,MedGemma 27B Instruct,0.2936471200579751
1962,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.37602848886263585
1964,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.3262308632709869
1963,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.3642777198121113
1961,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.317236752560173
1923,Anam_Pyelonephritis,MedGemma 27B Instruct,0.2577518194898778
1848,Anam_Pneumonie_01,MedGemma 27B Instruct,0.326590910867023
1846,Anam_Pneumonie_01,MedGemma 27B Instruct,0.20604260769671462
1845,Anam_Pneumonie_01,MedGemma 27B Instruct,0.4039305164630877
1844,Anam_Pneumonie_01,MedGemma 27B Instruct,0.2617515299861065
1829,Anam_Hyperthyreose,MedGemma 27B Instruct,0.28072639075336275
1828,Anam_Hyperthyreose,MedGemma 27B Instruct,0.2928303138737815
1827,Anam_Hyperthyreose,MedGemma 27B Instruct,0.2772432773603632
1745,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.3083436875744102
1742,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.2809745919481283
1740,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.28288758095771516
1921,Anam_Pyelonephritis,MedGemma 27B Instruct,0.2514326935493769
1944,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.2889338858141726
1940,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.36251718013537687
1943,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.37469522479797807
1942,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.2676307090482589
1922,Anam_Pyelonephritis,MedGemma 27B Instruct,0.24978426938700007
1915,Anam_Pyelonephritis,MedGemma 27B Instruct,0.3179718291670159
2170,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.44425139027552163
1906,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.3607631711316264
1951,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.4374706146042241
1818,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.10046192478795045
1952,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.3573794647238235
1996,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.10396293232878004
2030,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.40955574470081546
2207,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.33641285532784543
2193,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.44191974907484194
2192,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.40332661576754614
2191,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.32140609873003495
2173,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.4176211165182127
2172,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.44599580552313695
2171,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.4303371432828749
2146,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.44110096431391516
2128,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.3276933323336411
2129,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.34979604452997576
2130,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.35131029267767916
2131,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.4461992630871864
2147,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.3549196270548484
2148,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.38822119751749523
2149,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.40909583003273364
2029,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.40253724545472996
2028,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.4041941539573084
2027,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.33623820826429474
2004,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.4126363827868367
2002,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.33183235765946667
2003,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.370745910427572
1979,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.3919276671748891
1980,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.38123982274937257
1981,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.45209585313270634
1978,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.39126248359131693
1954,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.5053243535669428
1953,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.39878743793378413
1933,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.44755356093218895
1932,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.4244878075508754
1931,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.40895326545986294
1930,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.4374998283772082
1908,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.3883125012109516
1907,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.3714708027142603
1905,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.3555761544177432
1838,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.4568411113817195
1837,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.4202964861218653
1836,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.44687437698286114
1821,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.3845027357449578
1820,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.38886958821391193
1819,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.35102287711607766
1734,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.36942268240196724
1731,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.3681284068692988
1733,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.3249059212354277
2120,Anam_Pneumonie_02,OpenAI GPT OSS 120B,0.3024294578726557
