experiment_id,audio_id,model_name,l2_embedding_Llama-3.1_8B-Instruct
1927,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.8090133976156723
1926,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.8064777114531978
1925,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.7879491860525376
1924,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.8238208586497487
1855,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.8233369055060815
1854,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.8333097510624694
1852,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.8607006361071518
1833,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.8366718125808674
1832,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.8323108877301867
1850,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.8314526768104588
1831,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.8680206344365536
1830,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.8444971715620067
1752,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.746623777818416
1753,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.7645703781877272
1750,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.751633442869451
1746,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.7501996262849072
1743,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.8116111660963299
1826,Anam_Hyperthyreose,MedGemma 27B Instruct,0.6647066497429286
2201,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.8390706360626954
2200,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.922101520699038
2199,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.816257552810259
2198,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.8136603246366891
2182,Anam_Traumaanamnese,MedGemma 27B Instruct,0.7631245754693446
2183,Anam_Traumaanamnese,MedGemma 27B Instruct,0.8919597584140414
2184,Anam_Traumaanamnese,MedGemma 27B Instruct,0.7885204123563884
2185,Anam_Traumaanamnese,MedGemma 27B Instruct,0.768374275961974
2132,Anam_Lymphom,MedGemma 27B Instruct,0.8596462574430178
2133,Anam_Lymphom,MedGemma 27B Instruct,0.8811929344274305
2134,Anam_Lymphom,MedGemma 27B Instruct,0.8334014718792458
2135,Anam_Lymphom,MedGemma 27B Instruct,0.8749432936396102
2158,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.8528900954252883
2157,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.8721191446152446
2156,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.8658558811208988
2154,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.8723355886099441
2046,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.8312915191329345
2045,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.829033926374663
2044,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.8510008217715044
2042,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.8431222343414442
2025,Anam_Fremdanamnese,MedGemma 27B Instruct,0.9487496328395847
2024,Anam_Fremdanamnese,MedGemma 27B Instruct,0.9252589341080976
2022,Anam_Fremdanamnese,MedGemma 27B Instruct,0.9523020330697706
1998,Anam_Fremdanamnese,MedGemma 27B Instruct,0.9365344431336645
1989,Anam_Appendizitis,MedGemma 27B Instruct,1.0011101408010883
1988,Anam_Appendizitis,MedGemma 27B Instruct,0.9962491643177731
1987,Anam_Appendizitis,MedGemma 27B Instruct,1.003192975547342
1986,Anam_Appendizitis,MedGemma 27B Instruct,0.9918547077899722
1962,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.7972702813840307
1964,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.8256186042445836
1963,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.8053845603546742
1961,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.7889951079185592
1923,Anam_Pyelonephritis,MedGemma 27B Instruct,0.8035094478185822
1848,Anam_Pneumonie_01,MedGemma 27B Instruct,0.8405720138389875
1846,Anam_Pneumonie_01,MedGemma 27B Instruct,0.8423911026124533
1845,Anam_Pneumonie_01,MedGemma 27B Instruct,0.8049392219662252
1844,Anam_Pneumonie_01,MedGemma 27B Instruct,0.846148241152979
1829,Anam_Hyperthyreose,MedGemma 27B Instruct,0.8636766990719468
1828,Anam_Hyperthyreose,MedGemma 27B Instruct,0.6373344790307534
1827,Anam_Hyperthyreose,MedGemma 27B Instruct,0.8558762614372505
1745,Anam_Bauchschmerzen,MedGemma 27B Instruct,1.0083296934153312
1742,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.817182488947058
1740,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.8519831212271934
1921,Anam_Pyelonephritis,MedGemma 27B Instruct,0.8371710473432884
1944,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.7949379088254148
1940,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.8000301994599365
1943,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.7810562564644449
1942,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.8033368406287702
1922,Anam_Pyelonephritis,MedGemma 27B Instruct,0.8069871806077238
1915,Anam_Pyelonephritis,MedGemma 27B Instruct,0.8097326014644635
2170,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.8069535071587326
1906,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.8037800155738253
1951,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.7432633101586239
1818,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.8430200228195844
1952,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.7339570564891632
1996,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.9530621893526288
2030,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.7994311126923762
2207,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.8024088465704141
2193,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.8349292168591246
2192,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.8277782423370678
2191,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.8474834537857783
2173,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.733603645619244
2172,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.7575466361549795
2171,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.7222566776150059
2146,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.8143072066375919
2128,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.7915615887324062
2129,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.7910867364818926
2130,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.803168535029647
2131,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.8272858754433399
2147,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.7833130857726455
2148,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.8096772868407373
2149,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.7863604216604481
2029,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.7926444774050323
2028,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.7876346880061927
2027,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.7879393030953467
2004,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.886374805289955
2002,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.9080451806017363
2003,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.9059907463911114
1979,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,1.0266364706663584
1980,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.9576792814830702
1981,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,1.0238243044710493
1978,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,1.0144763406701058
1954,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.7289087834526226
1953,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.7646740607708685
1933,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.8034698070917956
1932,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.8089858338002358
1931,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.8159842272338796
1930,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.8091709455594496
1908,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.797399610397031
1907,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.791643612879074
1905,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.8050520093731944
1838,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.839748161269917
1837,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.8325361555643735
1836,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.8410287881232001
1821,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.843699925742261
1820,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.835774739155118
1819,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.8493163962902709
1734,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.7164202431386938
1731,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.7163259881438941
1733,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.7052009988027761
2120,Anam_Pneumonie_02,OpenAI GPT OSS 120B,0.8090780272309374
