experiment_id,audio_id,model_name,sim_embedding_Llama-3.1_8B-Instruct
1927,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.6727489370943573
1926,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.6747970820739259
1925,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.6895682642982431
1924,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.6606598506106716
1855,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.6610583965849648
1854,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.6527977303835304
1852,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.6295974796948031
1833,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.6499904363737479
1832,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.6536296034082029
1850,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.6543434844680929
1831,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.6232704809395517
1830,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.6434125890695384
1752,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.7212767195992632
1753,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.7077163231883498
1750,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.7175238375047857
1746,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.7186005020118005
1743,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.6706439847922986
1826,Anam_Hyperthyreose,MedGemma 27B Instruct,0.779082717928851
2201,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.6479805242201576
2200,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.5748647489542955
2199,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.6668621105143361
2198,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.6689787057861178
2182,Anam_Traumaanamnese,MedGemma 27B Instruct,0.7088207423394894
2183,Anam_Traumaanamnese,MedGemma 27B Instruct,0.6022042439785457
2184,Anam_Traumaanamnese,MedGemma 27B Instruct,0.6891180904372453
2185,Anam_Traumaanamnese,MedGemma 27B Instruct,0.7048007745536671
2132,Anam_Lymphom,MedGemma 27B Instruct,0.6305045050216408
2133,Anam_Lymphom,MedGemma 27B Instruct,0.611749874970378
2134,Anam_Lymphom,MedGemma 27B Instruct,0.6527213173328275
2135,Anam_Lymphom,MedGemma 27B Instruct,0.6172374632256556
2158,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.6362895907501463
2157,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.6197044450812599
2156,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.6251471123892505
2154,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.6195156691061514
2046,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.6544774615627459
2045,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.6563516560658541
2044,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.637899046164206
2042,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.6445727385163218
2025,Anam_Fremdanamnese,MedGemma 27B Instruct,0.5499373733745312
2024,Anam_Fremdanamnese,MedGemma 27B Instruct,0.5719483099172167
2022,Anam_Fremdanamnese,MedGemma 27B Instruct,0.5465607455188121
1998,Anam_Fremdanamnese,MedGemma 27B Instruct,0.5614519326516392
1989,Anam_Appendizitis,MedGemma 27B Instruct,0.4988896689489424
1988,Anam_Appendizitis,MedGemma 27B Instruct,0.5037442474955718
1987,Anam_Appendizitis,MedGemma 27B Instruct,0.49680239134545934
1986,Anam_Appendizitis,MedGemma 27B Instruct,0.508112519866794
1962,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.6821803120241412
1964,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.6591772487117669
1963,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.6756781162634937
1961,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.6887436080021498
1923,Anam_Pyelonephritis,MedGemma 27B Instruct,0.6771865645256973
1848,Anam_Pneumonie_01,MedGemma 27B Instruct,0.6467196296989886
1846,Anam_Pneumonie_01,MedGemma 27B Instruct,0.6451888549286738
1845,Anam_Pneumonie_01,MedGemma 27B Instruct,0.6760366751927966
1844,Anam_Pneumonie_01,MedGemma 27B Instruct,0.642016844734979
1829,Anam_Hyperthyreose,MedGemma 27B Instruct,0.6270315728955613
1828,Anam_Hyperthyreose,MedGemma 27B Instruct,0.7969025487377634
1827,Anam_Hyperthyreose,MedGemma 27B Instruct,0.6337382769379574
1745,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.4916360390213993
1742,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.66610668531827
1740,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.637062699675232
1921,Anam_Pyelonephritis,MedGemma 27B Instruct,0.6495725949046378
1944,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.6840371396477278
1940,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.6799761371599949
1943,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.694975888643151
1942,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.6773252889930867
1922,Anam_Pyelonephritis,MedGemma 27B Instruct,0.6743861009761003
1915,Anam_Pyelonephritis,MedGemma 27B Instruct,0.6721668279120967
2170,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.6744133594894695
1906,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.6769690869915397
1951,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.7237800689148316
1818,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.6446589626353646
1952,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.7306537297147269
1996,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.5458365175636033
2030,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.6804552088983844
2207,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.6780702872507793
2193,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.6514468942298391
2192,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.6573919010565926
2191,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.6408862103813173
2173,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.7309131207487767
2172,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.7130618309316495
2171,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.7391729129972044
2146,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.6684522120224905
2128,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.6867153889729125
2129,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.6870912060743506
2130,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.6774604313457273
2131,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.6577993340987449
2147,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.6932105752977428
2148,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.6722116412950793
2149,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.6908189628897383
2029,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.6858576472928914
2028,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.6898160335958436
2027,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.6895760588773037
2004,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.6071701776643864
2002,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.5877272759314648
2003,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.5895906883857189
1979,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.4730092638472659
1980,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.5414256246000595
1981,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.4758923813798633
1978,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.48541933733124165
1954,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.7343462441715508
1953,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.707637031650741
1933,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.6772184454000741
1932,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.672771233717405
1931,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.6670851637754037
1930,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.6726214968628
1908,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.6820772147867968
1907,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.6866504708023357
1905,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.675945868165182
1838,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.6474117748348256
1837,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.6534420393583266
1836,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.6463355812772371
1821,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.6440855779100543
1820,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.6507406103668003
1819,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.6393311404470753
1734,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.74337123119049
1731,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.7434388038227266
1733,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.7513460080610664
2120,Anam_Pneumonie_02,OpenAI GPT OSS 120B,0.672696661141609
