experiment_id,audio_id,model_name,sim_aari1995/German_Semantic_V3b
1927,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.9650598692363941
1926,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.9622528642336026
1925,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.9657991379228059
1924,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.9471694018036406
1855,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.9555161551467897
1854,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.948486088135953
1852,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.9420177308143984
1833,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.9557726708843408
1832,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.9585013878290105
1850,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.9552137214564181
1831,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.9624951096207721
1830,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.9651251214460205
1752,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.9740465998044343
1753,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.9592573922923312
1750,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.9760502164085348
1746,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.9718566302021521
1743,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.9599064985292662
1826,Anam_Hyperthyreose,MedGemma 27B Instruct,0.9563772448942499
2201,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.964114090518261
2200,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.9695757268336567
2199,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.9510557062409437
2198,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.9500441491828296
2182,Anam_Traumaanamnese,MedGemma 27B Instruct,0.9564582594914687
2183,Anam_Traumaanamnese,MedGemma 27B Instruct,0.9660516071849423
2184,Anam_Traumaanamnese,MedGemma 27B Instruct,0.9428732942820979
2185,Anam_Traumaanamnese,MedGemma 27B Instruct,0.9486635951172515
2132,Anam_Lymphom,MedGemma 27B Instruct,0.9452295926149147
2133,Anam_Lymphom,MedGemma 27B Instruct,0.9542638118573332
2134,Anam_Lymphom,MedGemma 27B Instruct,0.9598584100864859
2135,Anam_Lymphom,MedGemma 27B Instruct,0.959218046761068
2158,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.9571653712398047
2157,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.9458383527814925
2156,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.9528552603437066
2154,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.9473168455420485
2046,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.9601190574918324
2045,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.9682932344434243
2044,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.9658243429497406
2042,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.9746084231721396
2025,Anam_Fremdanamnese,MedGemma 27B Instruct,0.9205937199197214
2024,Anam_Fremdanamnese,MedGemma 27B Instruct,0.9572304202807496
2022,Anam_Fremdanamnese,MedGemma 27B Instruct,0.9352839676071145
1998,Anam_Fremdanamnese,MedGemma 27B Instruct,0.9387436694942989
1989,Anam_Appendizitis,MedGemma 27B Instruct,0.9708046811643831
1988,Anam_Appendizitis,MedGemma 27B Instruct,0.9557173959068357
1987,Anam_Appendizitis,MedGemma 27B Instruct,0.9621859726505828
1986,Anam_Appendizitis,MedGemma 27B Instruct,0.9568856832703336
1962,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.9293012861591484
1964,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.9467867126774274
1963,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.9336508696134935
1961,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.9496804193557395
1923,Anam_Pyelonephritis,MedGemma 27B Instruct,0.9667819955891386
1848,Anam_Pneumonie_01,MedGemma 27B Instruct,0.9466691891084071
1846,Anam_Pneumonie_01,MedGemma 27B Instruct,0.9787732218568946
1845,Anam_Pneumonie_01,MedGemma 27B Instruct,0.9184200653348955
1844,Anam_Pneumonie_01,MedGemma 27B Instruct,0.9657430623498117
1829,Anam_Hyperthyreose,MedGemma 27B Instruct,0.9605963437876809
1828,Anam_Hyperthyreose,MedGemma 27B Instruct,0.9571252003782923
1827,Anam_Hyperthyreose,MedGemma 27B Instruct,0.9615680781508044
1745,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.9524620837518636
1742,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.9605266362313009
1740,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.9599873096868878
1921,Anam_Pyelonephritis,MedGemma 27B Instruct,0.9683907987589095
1944,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.9582586092571079
1940,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.9342906553780104
1943,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.9298017490857445
1942,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.964186907189516
1922,Anam_Pyelonephritis,MedGemma 27B Instruct,0.9688039114819175
1915,Anam_Pyelonephritis,MedGemma 27B Instruct,0.9494469548713216
2170,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.9013203469329025
1906,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.9349249641166845
1951,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.9043097303221266
1818,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.994953700684924
1952,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.936139955594087
1996,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.9945958543728309
2030,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.9161320416538227
2207,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.9434131907740302
2193,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.9023534649000802
2192,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.9186638232437816
2191,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.9483490577826637
2173,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.9127962929163047
2172,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.9005438670076779
2171,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.9074049637317024
2146,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.9027149606818788
2128,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.9463085479023807
2129,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.9388213714351357
2130,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.9382905400837938
2131,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.9004531218371054
2147,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.9370160217763388
2148,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.9246421384267582
2149,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.9163202935003482
2029,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.9189818769635393
2028,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.9183135396023256
2027,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.9434719239049995
2004,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.9148656144788265
2002,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.9449436428501867
2003,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.9312737335592903
1979,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.9231963550308088
1980,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.9273281011996177
1981,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.8978046766787866
1978,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.9234568367754248
1954,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.8723236331489638
1953,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.9204842796980284
1933,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.8998479156620448
1932,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.9099050576334782
1931,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.9163786241739931
1930,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.9042969577429667
1908,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.9246066982903479
1907,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.9310047262962494
1905,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.9367828028122578
1838,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.8956481014148974
1837,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.9116754373517755
1836,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.9001516407964423
1821,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.926078820529292
1820,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.9243902203207176
1819,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.9383914652127139
1734,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.9317634305804019
1731,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.9322407398819414
1733,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.9472180692408707
2120,Anam_Pneumonie_02,OpenAI GPT OSS 120B,0.9542682109920689
