experiment_id,audio_id,model_name,sim_BAAI/bge-m3
1927,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.8523415554222098
1926,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.8683788147546806
1925,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.8306814407048044
1924,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.8219298507983488
1855,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.82495017617329
1854,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.8020227395763302
1852,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.8161359170223345
1833,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.8566941909635055
1832,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.8484306305389457
1850,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.8195942631927942
1831,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.831971816051792
1830,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.8845793256731878
1752,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.8578320936751379
1753,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.8178136377985166
1750,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.8691496129791778
1746,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.8626593615718714
1743,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.8063968439177895
1826,Anam_Hyperthyreose,MedGemma 27B Instruct,0.7770181318598933
2201,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.8444830361848458
2200,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.8742676358706003
2199,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.8399731788382723
2198,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.8181623862031726
2182,Anam_Traumaanamnese,MedGemma 27B Instruct,0.8878586937182305
2183,Anam_Traumaanamnese,MedGemma 27B Instruct,0.8522209153936999
2184,Anam_Traumaanamnese,MedGemma 27B Instruct,0.8734771483143924
2185,Anam_Traumaanamnese,MedGemma 27B Instruct,0.8780423761613965
2132,Anam_Lymphom,MedGemma 27B Instruct,0.7461863789727546
2133,Anam_Lymphom,MedGemma 27B Instruct,0.7669950336841507
2134,Anam_Lymphom,MedGemma 27B Instruct,0.7734894160113706
2135,Anam_Lymphom,MedGemma 27B Instruct,0.7763348340793641
2158,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.7568008138026243
2157,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.736358509818043
2156,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.745112857247916
2154,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.7578361220380126
2046,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.875692106368464
2045,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.8744642408521508
2044,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.8777354815060983
2042,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.8959444294990276
2025,Anam_Fremdanamnese,MedGemma 27B Instruct,0.7846112187083499
2024,Anam_Fremdanamnese,MedGemma 27B Instruct,0.8396444678496724
2022,Anam_Fremdanamnese,MedGemma 27B Instruct,0.8182714868188642
1998,Anam_Fremdanamnese,MedGemma 27B Instruct,0.8329903894843866
1989,Anam_Appendizitis,MedGemma 27B Instruct,0.8461078688127752
1988,Anam_Appendizitis,MedGemma 27B Instruct,0.7678507515585382
1987,Anam_Appendizitis,MedGemma 27B Instruct,0.8224020357855721
1986,Anam_Appendizitis,MedGemma 27B Instruct,0.832581125109076
1962,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.8056659045674516
1964,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.8129222735103024
1963,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.7879876602662681
1961,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.803388290481363
1923,Anam_Pyelonephritis,MedGemma 27B Instruct,0.8731725941967354
1848,Anam_Pneumonie_01,MedGemma 27B Instruct,0.7914134259773711
1846,Anam_Pneumonie_01,MedGemma 27B Instruct,0.8690578908995311
1845,Anam_Pneumonie_01,MedGemma 27B Instruct,0.7686976172018731
1844,Anam_Pneumonie_01,MedGemma 27B Instruct,0.8425639730073546
1829,Anam_Hyperthyreose,MedGemma 27B Instruct,0.7902678608540634
1828,Anam_Hyperthyreose,MedGemma 27B Instruct,0.7967596277092259
1827,Anam_Hyperthyreose,MedGemma 27B Instruct,0.791923672203461
1745,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.8087557656416234
1742,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.8092973439054023
1740,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.7982559756884138
1921,Anam_Pyelonephritis,MedGemma 27B Instruct,0.8789195232119653
1944,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.8465654465390693
1940,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.8336998228710708
1943,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.8277192286498247
1942,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.8534800309373937
1922,Anam_Pyelonephritis,MedGemma 27B Instruct,0.8704977468057813
1915,Anam_Pyelonephritis,MedGemma 27B Instruct,0.8206702760298761
2170,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.8276605199529736
1906,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.7857805622288276
1951,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.8181202395686895
1818,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.93755503243999
1952,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.7986780969241604
1996,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.9176838922419046
2030,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.7830649883847733
2207,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.7687685982753382
2193,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.783214158287484
2192,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.7757592616234874
2191,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.8273469817306606
2173,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.8728815376494632
2172,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.8690566075896746
2171,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.8706201140466172
2146,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.7934357622233201
2128,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.7912444008748005
2129,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.7595239205244391
2130,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.7946261202038296
2131,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.7210692375257225
2147,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.8081052431052522
2148,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.7303519099679889
2149,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.7825217041909021
2029,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.7426464768235989
2028,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.8091509145395112
2027,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.847660761272924
2004,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.7909177163072354
2002,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.7969785056332677
2003,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.8070799154012394
1979,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.7315091855464972
1980,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.7574841215038761
1981,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.7297046265397771
1978,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.7960411922020577
1954,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.7662187833621323
1953,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.8392073292293014
1933,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.7929882683056082
1932,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.7945615684631255
1931,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.787171036292702
1930,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.7953496566307574
1908,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.7623100436604424
1907,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.7788967465175911
1905,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.8069963830612632
1838,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.7312704826621159
1837,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.7305333307925979
1836,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.7242951089380134
1821,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.7746521460169878
1820,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.7713068621697831
1819,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.7870225170017635
1734,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.7890310515178303
1731,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.7671007898546995
1733,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.8065758107266039
2120,Anam_Pneumonie_02,OpenAI GPT OSS 120B,0.846101096788967
