experiment_id,audio_id,model_name,sim_embedding_Jina_v3
1927,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.8243938343129238
1926,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.8095209477576869
1925,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.8321131997826758
1924,Anam_Pyelonephritis,OpenAI GPT OSS 120B,0.8220319825231419
1855,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.8301561692048641
1854,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.8255656706744423
1852,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.8179846401636216
1833,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.7510000920872753
1832,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.7851213010074742
1850,Anam_Pneumonie_01,OpenAI GPT OSS 120B,0.8380400762719132
1831,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.7537952375603317
1830,Anam_Hyperthyreose,OpenAI GPT OSS 120B,0.8171122501687044
1752,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.8551652573229325
1753,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.8261654812087299
1750,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.8616267491222422
1746,Anam_Bauchschmerzen,OpenAI GPT OSS 120B,0.8639975130905343
1743,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.7980138011775681
1826,Anam_Hyperthyreose,MedGemma 27B Instruct,0.7466377665065862
2201,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.8523863676074778
2200,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.8565546030361908
2199,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.8216368539441994
2198,Anam_Venenthrombose_TVT,MedGemma 27B Instruct,0.8112660682596846
2182,Anam_Traumaanamnese,MedGemma 27B Instruct,0.8472779507758861
2183,Anam_Traumaanamnese,MedGemma 27B Instruct,0.8228267004348989
2184,Anam_Traumaanamnese,MedGemma 27B Instruct,0.8354959212459883
2185,Anam_Traumaanamnese,MedGemma 27B Instruct,0.8451659050243409
2132,Anam_Lymphom,MedGemma 27B Instruct,0.7202106299759596
2133,Anam_Lymphom,MedGemma 27B Instruct,0.7165521283497127
2134,Anam_Lymphom,MedGemma 27B Instruct,0.7302535909510988
2135,Anam_Lymphom,MedGemma 27B Instruct,0.7186777677134448
2158,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.6637478241786976
2157,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.672298159480547
2156,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.6816505198188277
2154,Anam_Oesophaguskarzinom,MedGemma 27B Instruct,0.6798791067118186
2046,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.8498378411748038
2045,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.8490716168203991
2044,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.8330946118310019
2042,Anam_Fremdanamnese_Saeugling,MedGemma 27B Instruct,0.8636366187670916
2025,Anam_Fremdanamnese,MedGemma 27B Instruct,0.8363424729306533
2024,Anam_Fremdanamnese,MedGemma 27B Instruct,0.8473159281640704
2022,Anam_Fremdanamnese,MedGemma 27B Instruct,0.8599846027186744
1998,Anam_Fremdanamnese,MedGemma 27B Instruct,0.8376505646660868
1989,Anam_Appendizitis,MedGemma 27B Instruct,0.851583783053317
1988,Anam_Appendizitis,MedGemma 27B Instruct,0.8030310459031138
1987,Anam_Appendizitis,MedGemma 27B Instruct,0.8452827513378919
1986,Anam_Appendizitis,MedGemma 27B Instruct,0.8535614022844726
1962,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.7663329794141874
1964,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.778981237309194
1963,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.71682017508001
1961,Anam_sexueller_Missbrauch,MedGemma 27B Instruct,0.7670055907304961
1923,Anam_Pyelonephritis,MedGemma 27B Instruct,0.8350829230051704
1848,Anam_Pneumonie_01,MedGemma 27B Instruct,0.855890355991337
1846,Anam_Pneumonie_01,MedGemma 27B Instruct,0.8846000397199535
1845,Anam_Pneumonie_01,MedGemma 27B Instruct,0.7871921229535401
1844,Anam_Pneumonie_01,MedGemma 27B Instruct,0.8525636496527145
1829,Anam_Hyperthyreose,MedGemma 27B Instruct,0.7466743380039181
1828,Anam_Hyperthyreose,MedGemma 27B Instruct,0.7388457288863093
1827,Anam_Hyperthyreose,MedGemma 27B Instruct,0.7683400903494717
1745,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.8266405710624778
1742,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.8325244378894027
1740,Anam_Bauchschmerzen,MedGemma 27B Instruct,0.782159780283238
1921,Anam_Pyelonephritis,MedGemma 27B Instruct,0.8323458044089856
1944,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.8529450700550841
1940,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.846402300249264
1943,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.840256284930591
1942,Anam_Thorakale Schmerzen,MedGemma 27B Instruct,0.8534654223459028
1922,Anam_Pyelonephritis,MedGemma 27B Instruct,0.8309266693019911
1915,Anam_Pyelonephritis,MedGemma 27B Instruct,0.7560691094516842
2170,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.8251982126723482
1906,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.8507556980804432
1951,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.8106765209834033
1818,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.8720938404037848
1952,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.815036397211011
1996,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.9101835263280018
2030,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.8058920888865324
2207,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.8343822734847649
2193,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.819897268221764
2192,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.8429971194610506
2191,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.8445050821113746
2173,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.8608355228992022
2172,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.8361032145094586
2171,Anam_Traumaanamnese,Meta Llama 3.1 8B Instruct,0.861421778615611
2146,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.8384485576072145
2128,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.7626145450507262
2129,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.7616566995132662
2130,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.7725624273052395
2131,Anam_Lymphom,Meta Llama 3.1 8B Instruct,0.7402923931566536
2147,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.8456279663482194
2148,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.8241866398897871
2149,Anam_Oesophaguskarzinom,Meta Llama 3.1 8B Instruct,0.8467388244255196
2029,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.7529299563117227
2028,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.7857714727475049
2027,Anam_Fremdanamnese_Saeugling,Meta Llama 3.1 8B Instruct,0.8345326648062726
2004,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.8524804867636544
2002,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.8611039159777159
2003,Anam_Fremdanamnese,Meta Llama 3.1 8B Instruct,0.8491419063051286
1979,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.773706757175817
1980,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.7654220155303388
1981,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.751189054774096
1978,Anam_Appendizitis,Meta Llama 3.1 8B Instruct,0.7918229952146714
1954,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.8087163653177076
1953,Anam_sexueller_Missbrauch,Meta Llama 3.1 8B Instruct,0.8138747491779394
1933,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.8603040903001624
1932,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.8545168708168788
1931,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.8457679202761808
1930,Anam_Thorakale Schmerzen,Meta Llama 3.1 8B Instruct,0.8532129791644969
1908,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.8458796777882316
1907,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.8309747755834472
1905,Anam_Pyelonephritis,Meta Llama 3.1 8B Instruct,0.8753915643108354
1838,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.7875386547949126
1837,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.7814689753681249
1836,Anam_Pneumonie_01,Meta Llama 3.1 8B Instruct,0.7849531093554605
1821,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.76881661568718
1820,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.7579127109869527
1819,Anam_Hyperthyreose,Meta Llama 3.1 8B Instruct,0.7000266601108827
1734,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.8312315777178427
1731,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.8168976590679957
1733,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.8436533312697236
2120,Anam_Pneumonie_02,OpenAI GPT OSS 120B,0.8437324941324857
